,song_name,word_list
43,Summoning 101,"[['Found', 'hiding', 'place'], ['Feather', 'pens', 'scribble', 'commands'], ['Scientific', 'evocation'], [], ['Decomposing', 'wolf', 'fangs'], ['Powdery', 'moonlight', 'half', 'human'], [], ['Bite', 'nail'], ['Paint', 'magic', 'circle'], ['Chanting', 'magic', 'spell'], [], ['Summon'], [], ['Take', 'paws', 'take', 'paws'], ['Show', 'wonders', 'world'], ['autumn', 'leaves', 'summer', 'breeze'], ['shiny', 'hair', 'like'], [], ['Teach', 'oh', 'teach'], ['language', 'sing'], ['viva'], ['amora'], [], ['Crumbling', 'gate'], ['Take', 'back', 'empty', 'space'], ['Reached', 'gentle', 'hands'], ['Doors', 'closed', 'clipped', 'arm', 'right'], [], ['Still', 'never', 'give'], ['Scanning', 'nether', 'whereabouts'], [], [], ['Summon'], [], ['Years', 'gone', 'moments', 'wasted'], ['Day', 'night', 'memories', 'faded'], ['Six', 'hundred', 'seventeen', 'pages'], ['Now', 'became', 'basis', 'creations'], [], ['Hold', 'tight', 'hold', 'tight'], ['Let', 'shield', 'storm'], ['melting', 'flesh', 'burning', 'tears'], ['Make', 'stronger', 'ever'], [], ['torr', 'amora'], ['last', 'words', 'spoke'], ['Oozing', 'tiny', 'skull'], ['Thousand', 'years', 'wisdom'], [], ['Take', 'paw', 'take', 'paw'], ['wonder', 'world'], ['wrinkled', 'face', 'silver', 'hair'], ['crystal', 'eyes', 'stay', 'beautiful', 'pair'], [], ['Teach', 'oh', 'teach'], ['magic', 'preach'], ['I', 'tried', 'speak', 'came'], [], [], ['viva'], ['amora']]"
44,Vitamins,"[['Then', 'sacrifice'], ['Do', 'push', 'values', 'push', 'values'], ['crowd'], [], ['world', 'runs', 'kings'], ['Its', 'slaves', 'leaving', 'choice'], ['hypocrites', 'justify'], ['sense', 'justice'], [], ['I', 'tell'], ['I', 'like'], ['Believing', 'doubt'], [], ['Mix'], ['vitamins'], ['Oh', 'mix'], [], [], ['think', 'eat', 'much'], ['Then', 'sacrifice'], ['Do', 'mix', 'garbage', 'mix', 'garbage'], ['cup'], [], ['So', 'many', 'resources', 'keep', 'alive'], ['Yet', 'I', 'even', 'step', 'outside'], ['So', 'many', 'sacrifices', 'keep', 'alive'], ['Yet', 'I', 'even', 'bother', 'survive'], [], ['Once', 'blend', 'thoughts'], ['slush', 'slush'], ['Once', 'return', 'cells'], ['slush', 'slush'], [], ['think', 'waste', 'much'], ['Then', 'sacrifice'], ['Do', 'push', 'values', 'push', 'values'], ['crowd'], [], ['Mix'], ['vitamins'], ['Oh', 'mix'], [], ['world', 'runs', 'kings'], ['Its', 'slaves', 'leaving', 'choice'], ['hypocrites', 'justify'], ['sense', 'justice'], [], ['I', 'tell'], ['I', 'like'], ['Believing', 'doubt'], [], ['Mix'], ['vitamins'], ['Oh', 'mix'], [], [], ['think', 'live', 'much'], ['Then', 'sacrifice'], ['Do', 'mix', 'garbage', 'mix', 'garbage'], ['cup'], [], ['So', 'many', 'resources', 'keep', 'alive'], ['Yet', 'I', 'even', 'step', 'outside'], ['So', 'many', 'sacrifices', 'keep', 'alive'], ['So', 'many', 'sacrifices', 'keep', 'alive'], ['So', 'many', 'sacrifices', 'keep', 'alive'], ['Yet', 'I', 'even', 'bother', 'survive'], [], ['Once', 'blend', 'thoughts'], ['slush', 'slush'], ['Once', 'return', 'cells'], ['slush', 'slush'], [], ['Once', 'return', 'cells'], ['slush', 'slush']]"
45,Lemonade,"[['Tripped', 'cup'], [], ['Lemonade'], ['It', 'spills'], ['Over'], ['Over', 'matter', 'much', 'I', 'clean'], ['Over'], ['Over'], ['Over', 'lemonade', 'sinks', 'floor'], ['Over'], ['Over'], ['Over', 'matter', 'much', 'I', 'lick'], ['Over'], ['Over'], ['Over'], [], ['said', 'I', 'make', 'best', 'lemonade', 'world'], ['A', 'little', 'bitter', 'little', 'sweet', 'little', 'sour'], ['Now', 'gone', 'much', 'lemonade', 'gets', 'left'], ['Waiting', 'drank'], ['I', 'wish', 'person'], [], ['Lemonade'], ['It', 'spills'], ['Over'], ['Over', 'matter', 'much', 'I', 'want', 'back'], ['Over'], ['Over'], ['Over', 'lemonade', 'stains', 'pillowcase'], ['Over'], ['Over'], ['Over', 'matter', 'much', 'I', 'wipe'], ['Over'], ['Over'], ['Over'], [], ['Over'], [], ['Over'], [], [], [], ['Sparkling', 'leftover', 'lemonade', 'never', 'touch'], ['Tripped', 'cup'], [], ['Lemonade'], ['It', 'spills'], [], ['All'], []]"
46,world.search(you);,"[['Reach', 'top', 'till', 'bubble', 'pops'], ['Take', 'memory', 'insert', 'past'], ['one', 'sweetest', 'Save', 'last'], [], ['turn', 'table'], ['must', 'good', 'height', 'elbows'], ['A', 'stubby', 'leg', 'makes', 'ugly'], ['perfect', 'table'], ['turn', 'eggplant'], ['purple', 'friend'], ['Scratching', 'marks', 'body'], ['perfect', 'eggplant'], ['I', 'searching'], [], ['cat'], ['A', 'little', 'kitten'], ['must', 'bluepoint'], ['Meowing', 'lot'], ['Hissing', 'lot'], ['But', 'never', 'purr'], ['steak'], ['A', 'fillet', 'covered', 'mushroom', 'sauce'], ['Browned', 'outside'], ['Medium', 'rare', 'inside'], [], ['turn', 'flower'], ['must', 'delicate', 'ever'], ['Even', 'bloom', 'occasionally'], ['perfect', 'flower'], ['turn', 'human'], ['I', 'like', 'hog', 'warmth', 'come', 'hands'], ['Bitter', 'stinky', 'breath', 'hair', 'oily'], ['perfect', 'human'], ['I', 'searching'], [], ['piece'], ['A', 'piece', 'shit'], ['must'], ['called'], ['ever'], [], ['stay'], ['Stay'], ['So', 'I'], ['Oh', 'called'], ['ever'], [], [], ['I', 'searching'], ['Searching', 'everywhere'], ['I', 'see'], ['I', 'searching'], ['Searching', 'everywhere'], ['But', 'somehow', 'stop', 'transforming'], ['I', 'searching', 'searching', 'searching'], ['Searching', 'searching', 'searching'], [], ['I', 'searching', 'searching', 'searching'], ['gone', 'left'], [], ['Each', 'one', 'us', 'bucket', 'love'], ['Some', 'us', 'empty', 'us', 'filled'], ['Cut', 'pieces', 'break', 'us', 'cell'], ['Merge', 'us', 'back', 'evolved'], [], ['turn', 'flower'], ['must', 'delicate', 'ever'], ['Even', 'bloom', 'occasionally'], ['perfect', 'flower'], ['turn', 'human'], ['I', 'like', 'hog', 'warmth', 'come', 'hands'], ['Bitter', 'stinky', 'breath', 'hair', 'oily'], ['perfect', 'human'], ['I', 'searching'], [], ['dog'], ['A', 'little', 'puppy'], ['Going', 'ruff', 'ruff', 'ruff'], ['fruit'], ['A', 'tomato'], ['Full', 'juice']]"
47,Mushrooms,"[[], ['ne'], ['hex'], [], [], ['Feathers'], ['Stabbed', 'words'], ['I', 'fly'], [], ['All', 'mushrooms', 'looked', 'looked'], ['All', 'mushrooms', 'surround', 'surround'], ['All', 'mushrooms', 'looked', 'looked'], ['All', 'mushrooms', 'surround', 'surround'], [], ['I', 'walked', 'across', 'witch', 'scalp'], ['Pulled', 'put', 'follicles'], ['I', 'raging', 'bird'], [], ['Pecked', 'layers', 'stems'], ['let', 'see', 'tears'], ['let', 'taste', 'fear'], [], ['Automated', 'decapitation'], ['let', 'see', 'tears'], ['let', 'taste', 'fear'], [], [], [], [], ['I', 'thought', 'triumph'], ['I', 'needed', 'move'], ['I', 'blamed'], ['It', 'easy', 'pretend'], [], ['gently', 'peeled', 'open', 'wings', 'covering', 'humiliated', 'face'], ['I', 'ashamed'], [], ['mushrooms', 'spoke'], ['I', 'sat', 'life', 'feeling', 'sorry'], ['spoke'], ['Trampled', 'used', 'dumped'], ['Got', 'pride', 'push'], ['Finding', 'peace', 'suffering'], ['As', 'I', 'go', 'place', 'hierarchy'], ['I', 'I', 'became'], [], ['I', 'gave', 'crying'], ['I', 'gave', 'waiting'], ['I', 'gave', 'dreaming', 'optimistic', 'dreams'], [], ['Ripped', 'feathers'], ['Cracked', 'beak'], ['Freed', 'screams'], [], ['spores', 'cling', 'skin'], ['Powdery', 'snow', 'cleared', 'sins'], [], ['Through', 'pores'], ['Tiny', 'fibers', 'sprout'], ['Grow', 'stems', 'caps'], [], ['All', 'mushrooms', 'looked', 'looked'], ['All', 'mushrooms', 'surround', 'surround'], [], ['Mushroom'], ['Mushroom', 'mushroom'], ['Mushroom'], [], ['Mushroom'], ['Mushroom', 'mushroom'], ['Mushroom'], [], [], []]"
48,Extension of You,"[['Secondly', 'I', 'learned', 'eat'], ['chew', 'red', 'meat'], ['Clean', 'teeth', 'going', 'sleep'], [], ['Hello', 'good', 'morning'], ['I', 'learned', 'speak', 'describe', 'I', 'see'], ['There'], ['Who', 'knew'], [], ['Teach', 'sing'], ['Teach', 'sing'], ['Teach', 'sing'], [], [], ['Covered', 'skin', 'pieces', 'cotton', 'linen'], ['Conserve', 'vulnerable', 'part'], [], ['ribs', 'opened'], ['Made', 'room', 'beating', 'hearts'], ['Stainless', 'steel', 'appends', 'shoulder'], ['Pierces', 'rubbery', 'skin'], ['Upgrades', 'pair', 'limbs'], [], ['head', 'opened'], ['Made', 'room', 'deeper', 'thoughts'], ['Contracting', 'muscles', 'getting', 'bigger'], ['Under', 'rubbery', 'skin'], ['I', 'became', 'I', 'thought', 'human'], [], ['structure', 'expands'], ['Further'], ['Allow'], ['An', 'extension'], [], ['Then', 'I', 'learned', 'many', 'delicacies'], ['Tomatoes', 'cheese'], ['I', 'learned', 'good', 'evil'], ['Learned', 'boundaries', 'learned', 'mortality'], [], ['service'], ['Out', 'service'], ['Out', 'service'], ['Out', 'service'], [], [], [], ['first', 'time', 'failed'], ['I', 'asked'], ['Is', 'meaning'], [], ['I', 'know', 'bodies', 'rot'], ['But', 'self'], ['thoughts'], [], ['I', 'wanted', 'believe'], ['ghosts', 'real'], ['ghosts', 'real'], [], ['There', 'still', 'many', 'things'], ['I', 'want', 'know'], ['Stories', 'left', 'untold'], [], ['Does', 'feel', 'good', 'love'], ['hand', 'hand'], ['Does', 'feel', 'good', 'hate'], ['shelter', 'shelter'], [], ['Does', 'feel', 'good', 'live'], ['treasure', 'treasure'], ['Does', 'feel', 'good', 'die'], ['live', 'next', 'life', 'live', 'next', 'life'], [], ['ta', 'ta'], [], ['hm', 'hm']]"
49,Mirror Mirror,"[['Hidden', 'behind', 'monitor', 'beyond'], ['Saw', 'worth', 'I', 'never', 'see'], ['Polished', 'body'], ['Let', 'bitterness', 'melt', 'candy'], ['Poured', 'heat'], ['Mold', 'shape', 'I', 'dream'], [], ['Come', 'darling'], ['Why', 'tell', 'mind'], ['Worry', 'darling'], ['Point', 'sun'], ['Solar', 'power', 'makes', 'circuit', 'run'], [], ['Mirror', 'mirror'], ['Just', 'call', 'name'], ['queen'], ['Commanding', 'reflections'], ['Clearer', 'clearer'], ['Convex', 'concave'], ['Zoom'], ['It', 'always', 'mystery'], ['Mirror', 'mirror'], ['Focus', 'light'], ['May', 'rest', 'life', 'forever', 'sunny'], ['Fear', 'fear'], ['No'], ['light', 'side'], ['Loving', 'silently'], [], [], ['optical', 'illusion'], [], ['Magnifying', 'love'], [], ['Take', 'hand', 'dimension'], [], ['In', 'compound', 'eyes'], [], ['Come', 'darling'], ['Why', 'tell', 'mind'], ['Worry', 'darling'], ['Point', 'sun'], ['Solar', 'power', 'turns'], ['Combat', 'mode', 'ON'], [], ['Mirror', 'mirror'], ['I', 'spread', 'skin'], ['Camouflaging'], ['refractions'], ['Fire', 'fire'], ['Point', 'light'], ['Thousands', 'fahrenheit'], ['Burn'], ['Medium', 'rare'], ['Trim', 'fat'], ['Slice', 'flesh'], ['Fancy', 'feast', 'consisting', 'meat', 'meat', 'meat'], ['Mirror', 'mirror'], ['magic', 'words', 'wake'], ['Embracing']]"
50,With a Billion Worldful of &lt;3,"[['I', 'go'], [], ['Hummus', 'tofu', 'burgers'], ['In', 'shape', 'heart'], ['Vanilla', 'rice', 'pudding', 'laced'], ['aphrodisiac', 'liquor'], [], ['sit', 'tall', 'straight', 'making', 'sound'], ['Chanting', 'heavens', 'song'], ['Bring', 'along'], [], ['Though', 'look'], ['Like', 'I'], ['Soaked', 'cold', 'water'], ['Breaking', 'endless', 'wheel'], ['Praying', 'divine', 'powers'], ['So', 'become', 'one'], [], ['Darling', 'I', 'sure', 'next', 'life', 'love'], ['Next', 'life', 'love'], ['Next', 'life', 'love'], [], ['So', 'I', 'guess', 'till'], ['I', 'veggie', 'steaks'], [], ['Lost', 'Zen'], ['lotus', 'flower'], ['No', 'need'], ['I', 'power'], [], ['Ocean', 'fire', 'mountain', 'blades'], ['Does', 'matter'], [], ['I', 'burn', 'worlds'], ['takes', 'realize', 'love'], ['No', 'god', 'make', 'stop'], [], ['Oh', 'I', 'know', 'change', 'thing'], ['I', 'place', 'mind'], ['It', 'filled', 'nothingness'], ['I', 'love'], [], ['I', 'know', 'next', 'life', 'love'], ['Next', 'life', 'love'], ['Next', 'life', 'love'], ['Next', 'life', 'love'], ['Next', 'life', 'love']]"
51,Every Other Ghost,"[['Blow', 'away', 'moments', 'I', 'regret'], [], ['Like', 'wind', 'came', 'passing', 'passing'], ['Stir', 'endless', 'storm'], [], ['Like', 'winter', 'nights', 'passing', 'passing'], ['Under', 'blankets', 'I', 'chase'], [], ['Like', 'wind', 'came', 'passing', 'passing'], ['Ghosts', 'left', 'behind'], [], ['Every', 'meter', 'skin', 'reaching'], ['Like', 'every', 'ghost', 'prove', 'love'], [], ['Every', 'meter', 'skin'], ['Like', 'every', 'ghost', 'refusing', 'dead'], [], [], []]"
52,Fossil,"[[], ['quiver', 'shudder'], ['Wiping', 'tears', 'skin'], [], ['pushed', 'wings'], ['cut', 'deep'], ['flesh'], ['Swallowed', 'whole'], [], ['took', 'heaven'], ['Dropped'], ['Crunched', 'doughnut'], ['Swallowed', 'whole'], [], ['I', 'thought', 'I', 'never', 'forgive'], ['things', 'done'], ['Look'], ['I', 'feel', 'thing'], ['Do', 'feel', 'thing', 'sympathy'], [], ['So', 'come', 'bury'], ['maybe'], ['Time', 'turn', 'fossil']]"
53,Rubber Human,"[['I', 'robot', 'throws', 'tears'], ['I', 'eggplant'], [], ['Listening', 'ears', 'lent'], [], ['Stretch'], ['Roll', 'rubbery', 'log'], ['Cut', 'pieces'], ['So', 'footprints', 'found'], [], ['I', 'flower'], ['I', 'flower', 'makes', 'desert', 'garden'], ['I', 'kitten'], ['Purring', 'voice', 'wake', 'inside'], [], ['told', 'I'], ['But', 'left', 'nothing'], ['I', 'still', 'feeling', 'might', 'able', 'undo'], ['redo'], ['Believe', 'true'], ['day', 'night', 'run', 'love'], [], ['Mix'], ['Fold', 'buttery', 'electric', 'sheep'], ['Tear', 'pieces'], ['So', 'real', 'form', 'found'], [], ['I', 'human'], ['I', 'human', 'way', 'better', 'I'], ['I', 'human'], ['A', 'better', 'human'], ['much', 'I', 'wish', 'love']]"
54,Excαlibur,"[['best', 'best', 'I', 'kid'], [], ['eyes', 'sparkled', 'like', 'galaxy', 'dyed'], ['pupils', 'held', 'hand'], [], ['dump', 'looking', 'treasures'], ['As', 'softly', 'sing', 'sweetest', 'delightful', 'song'], ['built', 'titanium', 'space', 'shuttle', 'hope'], ['So', 'one', 'day', 'world', 'saved', 'sound'], ['Lu', 'la', 'la', 'la'], ['name', 'Excalibur', 'send', 'sky'], [], ['It', 'crashed', 'rim', 'world', 'fell', 'apart'], [], ['worry'], ['dreams', 'I', 'make', 'come', 'true'], ['Sticks', 'stones', 'break', 'bones'], ['As', 'long'], [], ['dump', 'looking', 'treasures'], ['As', 'softly', 'sing', 'sweetest', 'delightful', 'song'], ['built', 'titanium', 'cyborg'], ['So', 'one', 'day', 'world', 'saved'], ['bones', 'titanium', 'heart', 'made', 'stars'], ['So', 'ride', 'shoulders', 'I', 'Excalibur']]"
55,Let the Maggots Sing,"[['furthest', 'I', 'gone'], [], ['Sprout', 'sprout', 'little', 'peas'], ['tall', 'strong', 'fight'], ['Bloom', 'bloom', 'little', 'fires'], ['Light', 'darkening', 'path', 'make', 'last'], [], ['Let', 'maggots', 'sing', 'tiny', 'little', 'song'], ['Tiniest', 'voices', 'sang', 'night', 'long'], ['Let', 'maggots', 'dream', 'matter', 'right', 'wrong'], ['Let', 'us', 'dream', 'dream', 'dream'], [], ['Ta'], ['Silence', 'dances', 'tiny', 'mouths'], [], ['Taking', 'steps', 'strangling'], [], ['Then', 'soup', 'became', 'pair', 'wings'], ['beautiful', 'veins'], ['much', 'I', 'wish'], [], ['Let', 'maggots', 'sing', 'tiny', 'little', 'song'], ['Tiniest', 'voices', 'sang', 'night', 'long'], ['Let', 'maggots', 'dream', 'matter', 'right', 'wrong'], ['Let', 'us', 'dream', 'dream'], [], ['Let', 'maggots', 'sing', 'audience', 'found'], ['Muted', 'voices', 'sang', 'life', 'long'], ['Let', 'maggots', 'dream', 'matter', 'right', 'wrong'], ['Let', 'us', 'dream', 'dream', 'dream'], [], ['Is', 'I', 'belong'], ['furthest', 'I', 'gone']]"
56,Nine Point Eight,"[['Silently', 'chase', 'away', 'worries'], ['Chrysanthemum'], ['Become', 'shield', 'fall', 'asleep'], [], ['I', 'cried'], ['Please', 'leave', 'behind', 'leave', 'behind'], ['So', 'held', 'tight'], ['said', 'I', 'fine', 'I', 'fine', 'I', 'fine'], [], ['Petals', 'dance', 'valediction'], ['synchronize', 'frozen', 'pulsation'], ['Take', 'soul', 'may', 'live', 'peace'], ['Final', 'destination'], ['Touch', 'skin', 'sympathetically', 'brushed'], ['shoulders', 'used', 'embrace'], ['Sparkling', 'ashes', 'drift', 'along', 'flames'], ['softly', 'merge', 'sky'], [], [], ['Aroma', 'drags', 'I'], ['Cream', 'rose', 'stargazer', 'iris'], ['Construct', 'map', 'helps', 'trace', 'steps'], [], ['Zipped', 'mouth'], ['I', 'keep', 'climbing', 'keep', 'climbing'], ['Justify', 'vows'], ['I', 'know', 'right', 'right', 'right'], [], ['Look'], ['I', 'top', 'world', 'top', 'world'], ['darling'], ['Here', 'I', 'come', 'I', 'yell'], ['take', 'leap', 'Hell'], [], ['Swirling', 'wind', 'sings', 'reunion'], ['nine', 'point', 'eight', 'acceleration'], ['Take', 'souls', 'may', 'live', 'peace'], ['brand', 'new', 'commencement'], ['Touch', 'lips', 'compassionately', 'pressed'], ['skull', 'used', 'cherish'], ['Delicate', 'flesh', 'decomposes', 'rotten', 'bones'], ['softly', 'merge', 'sky']]"
